,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration
0,texas,fosr,0,4,2,0.5826086956521739,0.025202394341199037,48.62181496620178
0,texas,fosr,0,4,2,0.6521739130434783,0.04124709991523973,48.01877427101135
0,texas,fosr,0,4,2,0.6695652173913043,0.03730019232961254,47.871848583221436
0,texas,fosr,0,4,2,0.6,0.033226040303552695,46.31287693977356
0,texas,fosr,0,4,2,0.5891304347826087,0.03958671179161753,40.31954097747803
0,texas,fosr,0,4,2,0.641304347826087,0.02834435828348977,42.68288803100586
0,texas,fosr,0,4,2,0.6456521739130435,0.04217615413140094,44.188740968704224
0,texas,fosr,0,4,2,0.6304347826086957,0.02884021556830783,43.918230056762695
0,texas,fosr,0,4,2,0.6543478260869565,0.027805699052729515,41.61444020271301
0,texas,fosr,0,4,2,0.6043478260869565,0.02999684923593103,43.79510855674744
0,texas,fosr,0,4,2,0.608695652173913,0.03253615118933863,39.88689732551575
0,texas,fosr,0,4,2,0.6173913043478261,0.03147297577539801,45.70632600784302
0,texas,fosr,0,4,2,0.6391304347826088,0.05040478868239805,49.65317368507385
0,texas,fosr,0,4,2,0.6652173913043479,0.02961632411465459,46.99663424491882
0,texas,fosr,0,4,2,0.617391304347826,0.04224333148344736,41.88549757003784
0,texas,fosr,0,4,2,0.641304347826087,0.0413615165009575,42.262457847595215
0,texas,fosr,0,4,2,0.6347826086956522,0.035747486593207756,43.50950622558594
0,texas,fosr,0,4,2,0.6543478260869564,0.03448240010243191,43.125648498535156
0,texas,fosr,0,4,2,0.6695652173913043,0.03241974240401258,46.83451747894287
0,texas,fosr,0,4,2,0.6239130434782609,0.03480977200217059,43.75619316101074
0,texas,fosr,0,4,2,0.6282608695652174,0.028477431119674462,45.98429250717163
0,texas,fosr,0,4,2,0.6086956521739131,0.05635426694267704,51.77840805053711
0,texas,fosr,0,4,2,0.5739130434782609,0.03434507418805478,42.151917934417725
0,texas,fosr,0,4,2,0.6391304347826088,0.053674084737429434,48.35066342353821
0,texas,fosr,0,4,2,0.6021739130434782,0.05802352694070692,40.600810050964355
0,texas,fosr,0,4,2,0.6500000000000001,0.0457865517109592,44.77841544151306
0,texas,fosr,0,4,2,0.6565217391304348,0.036272441068894275,47.28959894180298
0,texas,fosr,0,4,2,0.6260869565217392,0.022841609628806426,43.074467182159424
0,texas,fosr,0,4,2,0.6108695652173913,0.032215014874509056,45.754862546920776
0,texas,fosr,0,4,2,0.6304347826086956,0.04347826086956521,43.24428176879883
0,texas,fosr,0,4,2,0.608695652173913,0.05499613322031965,52.13839793205261
0,texas,fosr,0,4,2,0.6434782608695653,0.02474825994914382,47.63487100601196
0,texas,fosr,0,4,2,0.6152173913043477,0.03426241444320964,48.215378284454346
0,texas,fosr,0,4,2,0.6086956521739131,0.06478114967717973,46.38685941696167
0,texas,fosr,0,4,2,0.6565217391304349,0.02444081621313947,41.78644418716431
0,texas,fosr,0,4,2,0.6391304347826087,0.03206798072101873,43.495057582855225
0,texas,fosr,0,4,2,0.6043478260869565,0.04754860213736458,41.198774099349976
0,texas,fosr,0,4,2,0.6065217391304347,0.05943972817438042,40.50912427902222
0,texas,fosr,0,4,2,0.6065217391304348,0.0445307395793717,41.36547088623047
0,texas,fosr,0,4,2,0.6304347826086956,0.03637652289278589,41.517191886901855
